"File","CurrentExt","Detected","SuggestExt","Action"
"117.png","png","png","png","OK"
"129.png","png","png","png","OK"
"134.png","png","png","png","OK"
"2079.png","png","png","png","OK"
"210.png","png","png","png","OK"
"2104.png","png","png","png","OK"
"2113.png","png","png","png","OK"
"2144.png","png","png","png","OK"
"2196.png","png","png","png","OK"
"2205.png","png","png","png","OK"
"2245.png","png","png","png","OK"
"2264.png","png","png","png","OK"
"2326.png","png","png","png","OK"
"2331.png","png","png","png","OK"
"2410.png","png","png","png","OK"
"2424.png","png","png","png","OK"
"2592.png","png","png","png","OK"
"2652.png","png","png","png","OK"
"2657.png","png","png","png","OK"
"2728.png","png","png","png","OK"
"2804.png","png","png","png","OK"
"2828.png","png","png","png","OK"
"2834.png","png","png","png","OK"
"2837.png","png","png","png","OK"
"2880.png","png","png","png","OK"
"2886.png","png","png","png","OK"
"29.png","png","png","png","OK"
"2975.png","png","png","png","OK"
"3.png","png","png","png","OK"
"3096.png","png","png","png","OK"
"3141.png","png","png","png","OK"
"3188.png","png","png","png","OK"
"3243.png","png","png","png","OK"
"347.png","png","png","png","OK"
"368.png","png","png","png","OK"
"428.png","png","png","png","OK"
"53.png","png","png","png","OK"
"60.png","png","png","png","OK"
"abilenechristian.png","png","png","png","OK"
"airforce.png","png","png","png","OK"
"akron.png","png","png","png","OK"
"alabama.png","png","png","png","OK"
"alabamaam.png","png","png","png","OK"
"alabamastate.png","png","png","png","OK"
"albany.png","png","png","png","OK"
"alcorn.png","png","png","png","OK"
"americanuniversity.png","png","png","png","OK"
"appstate.png","png","png","png","OK"
"arizona.png","png","png","png","OK"
"arizonastate.png","png","png","png","OK"
"arkansas.png","png","png","png","OK"
"arkansaspinebluff.png","png","png","png","OK"
"arkansasstate.png","png","png","png","OK"
"army.png","png","png","png","OK"
"auburn.png","png","png","png","OK"
"austinpeay.png","png","png","png","OK"
"ballstate.png","png","png","png","OK"
"baylor.png","png","png","png","OK"
"bellarmine.png","png","png","png","OK"
"belmont.png","png","png","png","OK"
"bethunecookman.png","png","png","png","OK"
"binghamton.png","png","png","png","OK"
"boisestate.png","png","png","png","OK"
"bostoncollege.png","png","png","png","OK"
"bostonuniversity.png","png","png","png","OK"
"bowlinggreen.png","png","png","png","OK"
"bradley.png","png","png","png","OK"
"brown.png","png","png","png","OK"
"bryant.png","png","png","png","OK"
"bucknell.png","png","png","png","OK"
"buffalo.png","png","png","png","OK"
"butler.png","png","png","png","OK"
"byu.png","png","png","png","OK"
"cal.png","png","png","png","OK"
"californiabaptist.png","png","png","png","OK"
"calpoly.png","png","png","png","OK"
"campbell.png","png","png","png","OK"
"canisius.png","png","png","png","OK"
"centralarkansas.png","png","png","png","OK"
"centralconnecticut.png","png","png","png","OK"
"centralmichigan.png","png","png","png","OK"
"charleston.png","png","png","png","OK"
"charlestonsouthern.png","png","png","png","OK"
"charlotte.png","png","png","png","OK"
"chattanooga.png","png","png","png","OK"
"chicagostate.png","png","png","png","OK"
"cincinnati.png","png","png","png","OK"
"cincinnatibearcats.png","png","png","png","OK"
"clemson.png","png","png","png","OK"
"clevelandstate.png","png","png","png","OK"
"coastalcarolina.png","png","png","png","OK"
"colgate.png","png","png","png","OK"
"colorado.png","png","png","png","OK"
"coloradostate.png","png","png","png","OK"
"columbia.png","png","png","png","OK"
"coppinstate.png","png","png","png","OK"
"cornell.png","png","png","png","OK"
"creighton.png","png","png","png","OK"
"csubakersfield.png","png","png","png","OK"
"csufullerton.png","png","png","png","OK"
"csunorthridge.png","png","png","png","OK"
"dartmouth.png","png","png","png","OK"
"davidson.png","png","png","png","OK"
"dayton.png","png","png","png","OK"
"delaware.png","png","png","png","OK"
"delawarestate.png","png","png","png","OK"
"denver.png","png","png","png","OK"
"depaul.png","png","png","png","OK"
"detroitmercy.png","png","png","png","OK"
"dixiestate.png","png","png","png","OK"
"drake.png","png","png","png","OK"
"drexel.png","png","png","png","OK"
"duke.png","png","png","png","OK"
"duquesne.png","png","png","png","OK"
"eastcarolina.png","png","png","png","OK"
"easternillinois.png","png","png","png","OK"
"easternkentucky.png","png","png","png","OK"
"easternmichigan.png","png","png","png","OK"
"easternwashington.png","png","png","png","OK"
"easttennesseestate.png","png","png","png","OK"
"elon.png","png","png","png","OK"
"evansville.png","png","png","png","OK"
"fairfield.png","png","png","png","OK"
"famu.png","png","png","png","OK"
"farleighdickinson.png","png","png","png","OK"
"fau.png","png","png","png","OK"
"fgcu.png","png","png","png","OK"
"fiu.png","png","png","png","OK"
"florida.png","png","png","png","OK"
"floridastate.png","png","png","png","OK"
"fordham.png","png","png","png","OK"
"fresnostate.png","png","png","png","OK"
"furman.png","png","png","png","OK"
"gardnerwebb.png","png","png","png","OK"
"georgemason.png","png","png","png","OK"
"georgetown.png","png","png","png","OK"
"georgewashington.png","png","png","png","OK"
"georgia.png","png","png","png","OK"
"georgiasouthern.png","png","png","png","OK"
"georgiastate.png","png","png","png","OK"
"georgiatech.png","png","png","png","OK"
"gonzaga.png","png","png","png","OK"
"grambling.png","png","png","png","OK"
"grandcanyon.png","png","png","png","OK"
"greenbay.png","png","png","png","OK"
"hampton.png","png","png","png","OK"
"hartford.png","png","png","png","OK"
"harvard.png","png","png","png","OK"
"hawaii.png","png","png","png","OK"
"highpoint.png","png","png","png","OK"
"hofstra.png","png","png","png","OK"
"holycross.png","png","png","png","OK"
"houston.png","png","png","png","OK"
"houstonbaptist.png","png","png","png","OK"
"howard.png","png","png","png","OK"
"idaho.png","png","png","png","OK"
"idahostate.png","png","png","png","OK"
"illinois.png","png","png","png","OK"
"illinoisstate.png","png","png","png","OK"
"incarnateword.png","png","png","png","OK"
"indiana.png","png","png","png","OK"
"indianastate.png","png","png","png","OK"
"iona.png","png","png","png","OK"
"iowa.png","png","png","png","OK"
"iowastate.png","png","png","png","OK"
"iupui.png","png","png","png","OK"
"jacksonstate.png","png","png","png","OK"
"jacksonville.png","png","png","png","OK"
"jacksonvillestate.png","png","png","png","OK"
"jmu.png","png","png","png","OK"
"kansas.png","png","png","png","OK"
"kansascity.png","png","png","png","OK"
"kansasstate.png","png","png","png","OK"
"kennesawstate.png","png","png","png","OK"
"kentstate.png","png","png","png","OK"
"kentucky.png","png","png","png","OK"
"lafayette.png","png","png","png","OK"
"lamar.png","png","png","png","OK"
"lasalle.png","png","png","png","OK"
"lehigh.png","png","png","png","OK"
"liberty.png","png","png","png","OK"
"lipscomb.png","png","png","png","OK"
"littlerock.png","png","png","png","OK"
"longbeachstate.png","png","png","png","OK"
"longislanduniversity.png","png","png","png","OK"
"longwood.png","png","png","png","OK"
"louisiana.png","png","png","png","OK"
"louisianatech.png","png","png","png","OK"
"louisville.png","png","png","png","OK"
"loyolachicago.png","png","png","png","OK"
"loyolamarymount.png","png","png","png","OK"
"loyolamd.png","png","png","png","OK"
"lsu.png","png","png","png","OK"
"maine.png","png","png","png","OK"
"manhattan.png","png","png","png","OK"
"marist.png","png","png","png","OK"
"marquette.png","png","png","png","OK"
"marshall.png","png","png","png","OK"
"maryland.png","png","png","png","OK"
"marylandeasternshore.png","png","png","png","OK"
"mcneese.png","png","png","png","OK"
"memphis.png","png","png","png","OK"
"mercer.png","png","png","png","OK"
"merrimack.png","png","png","png","OK"
"miami.png","png","png","png","OK"
"miamioh.png","png","png","png","OK"
"michigan.png","png","png","png","OK"
"michiganstate.png","png","png","png","OK"
"middletennessee.png","png","png","png","OK"
"milwaukee.png","png","png","png","OK"
"minnesota.png","png","png","png","OK"
"mississippistate.png","png","png","png","OK"
"mississippivalleystate.png","png","png","png","OK"
"missouri.png","png","png","png","OK"
"missouristate.png","png","png","png","OK"
"monmouth.png","png","png","png","OK"
"montana.png","png","png","png","OK"
"montanastate.png","png","png","png","OK"
"moreheadstate.png","png","png","png","OK"
"morganstate.png","png","png","png","OK"
"mountstmarys.png","png","png","png","OK"
"murraystate.png","png","png","png","OK"
"navy.png","png","png","png","OK"
"ncstate.png","png","png","png","OK"
"nebraska.png","png","png","png","OK"
"nevada.png","png","png","png","OK"
"newhampshire.png","png","png","png","OK"
"newmexico.png","png","png","png","OK"
"newmexicostate.png","png","png","png","OK"
"neworleans.png","png","png","png","OK"
"niagara.png","png","png","png","OK"
"nicholls.png","png","png","png","OK"
"njit.png","png","png","png","OK"
"norfolkstate.png","png","png","png","OK"
"northalabama.png","png","png","png","OK"
"northcarolinaat.png","png","png","png","OK"
"northcarolinacentral.png","png","png","png","OK"
"northdakota.png","png","png","png","OK"
"northdakotastate.png","png","png","png","OK"
"northeastern.png","png","png","png","OK"
"northernarizona.png","png","png","png","OK"
"northerncolorado.png","png","png","png","OK"
"northerniliinois.png","png","png","png","OK"
"northerniowa.png","png","png","png","OK"
"northernkentucky.png","png","png","png","OK"
"northtexas.png","png","png","png","OK"
"northwestern.png","png","png","png","OK"
"northwesternstate.png","png","png","png","OK"
"notredame.png","png","png","png","OK"
"oakland.png","png","png","png","OK"
"ohio.png","png","png","png","OK"
"ohiostate.png","png","png","png","OK"
"oklahoma.png","png","png","png","OK"
"oklahomastate.png","png","png","png","OK"
"olddominion.png","png","png","png","OK"
"olemiss.png","png","png","png","OK"
"omaha.png","png","png","png","OK"
"oralroberts.png","png","png","png","OK"
"oregon.png","png","png","png","OK"
"oregonstate.png","png","png","png","OK"
"pacific.png","png","png","png","OK"
"pennstate.png","png","png","png","OK"
"pennsylvania.png","png","png","png","OK"
"pepperdine.png","png","png","png","OK"
"pitt.png","png","png","png","OK"
"portland.png","png","png","png","OK"
"portlandstate.png","png","png","png","OK"
"prairieviewam.png","png","png","png","OK"
"presbyterian.png","png","png","png","OK"
"princeton.png","png","png","png","OK"
"providence.png","png","png","png","OK"
"purdue.png","png","png","png","OK"
"purduefortwayne.png","png","png","png","OK"
"quinnipiac.png","png","png","png","OK"
"radford.png","png","png","png","OK"
"rename-preview.csv","csv","unknown","","CHECK_MANUALLY"
"rename-report.csv","csv","unknown","","CHECK_MANUALLY"
"rhodeisland.png","png","png","png","OK"
"rice.png","png","png","png","OK"
"richmond.png","png","png","png","OK"
"rider.png","png","png","png","OK"
"robertmorris.png","png","png","png","OK"
"rutgers.png","png","png","png","OK"
"sacramentostate.png","png","png","png","OK"
"sacredheart.png","png","png","png","OK"
"saintjosephs.png","png","png","png","OK"
"saintlouis.png","png","png","png","OK"
"saintmarys.png","png","png","png","OK"
"saintpeters.png","png","png","png","OK"
"samford.png","png","png","png","OK"
"samhouston.png","png","png","png","OK"
"sandiego.png","png","png","png","OK"
"sanfrancisco.png","png","png","png","OK"
"sanjosestate.png","png","png","png","OK"
"santaclara.png","png","png","png","OK"
"sdsu.png","png","png","png","OK"
"seattleu.png","png","png","png","OK"
"selouisiana.png","png","png","png","OK"
"setonhall.png","png","png","png","OK"
"siena.png","png","png","png","OK"
"siuedwardsville.png","png","png","png","OK"
"smu.png","png","png","png","OK"
"southalabama.png","png","png","png","OK"
"southcarolina.png","png","png","png","OK"
"southcarolinastate.png","png","png","png","OK"
"southcarolinaupstate.png","png","png","png","OK"
"southdakota.png","png","png","png","OK"
"southdakotastate.png","png","png","png","OK"
"southeastmissouristate.png","png","png","png","OK"
"southern.png","png","png","png","OK"
"southernillinois.png","png","png","png","OK"
"southernmiss.png","png","png","png","OK"
"southernutah.png","png","png","png","OK"
"stanford.png","png","png","png","OK"
"stbonaventure.png","png","png","png","OK"
"stephenfaustin.png","png","png","png","OK"
"stetson.png","png","png","png","OK"
"stfrancisbkn.png","png","png","png","OK"
"stfrancispa.png","png","png","png","OK"
"stjohns.png","png","png","png","OK"
"stonybrook.png","png","png","png","OK"
"stthomasminnesota.png","png","png","png","OK"
"syracuse.png","png","png","png","OK"
"tarleton.png","png","png","png","OK"
"tcu.png","png","png","png","OK"
"team_ids.csv","csv","unknown","","CHECK_MANUALLY"
"temple.png","png","png","png","OK"
"tennessee.png","png","png","png","OK"
"tennesseestate.png","png","png","png","OK"
"tennesseetech.png","png","png","png","OK"
"texas.png","png","png","png","OK"
"texasam.png","png","png","png","OK"
"texasamcc.png","png","png","png","OK"
"texassouthern.png","png","png","png","OK"
"texasstate.png","png","png","png","OK"
"texastech.png","png","png","png","OK"
"thecitadel.png","png","png","png","OK"
"toledo.png","png","png","png","OK"
"towson.png","png","png","png","OK"
"troy.png","png","png","png","OK"
"tulane.png","png","png","png","OK"
"tulsa.png","png","png","png","OK"
"uab.png","png","png","png","OK"
"ucdavis.png","png","png","png","OK"
"ucf.png","png","png","png","OK"
"ucirvine.png","png","png","png","OK"
"ucla.png","png","png","png","OK"
"uconn.png","png","png","png","OK"
"ucriverside.png","png","png","png","OK"
"ucsandiego.png","png","png","png","OK"
"ucsantabarbara.png","png","png","png","OK"
"uic.png","png","png","png","OK"
"ulm.png","png","png","png","OK"
"umass.png","png","png","png","OK"
"umasslowell.png","png","png","png","OK"
"umbc.png","png","png","png","OK"
"unc.png","png","png","png","OK"
"uncasheville.png","png","png","png","OK"
"uncgreensboro.png","png","png","png","OK"
"uncwilmington.png","png","png","png","OK"
"unf.png","png","png","png","OK"
"unlv.png","png","png","png","OK"
"usc.png","png","png","png","OK"
"usf.png","png","png","png","OK"
"utah.png","png","png","png","OK"
"utahstate.png","png","png","png","OK"
"utahvalley.png","png","png","png","OK"
"utarlington.png","png","png","png","OK"
"utep.png","png","png","png","OK"
"utmartin.png","png","png","png","OK"
"utriograndevalley.png","png","png","png","OK"
"utsa.png","png","png","png","OK"
"valparaiso.png","png","png","png","OK"
"vanderbilt.png","png","png","png","OK"
"vcu.png","png","png","png","OK"
"vermont.png","png","png","png","OK"
"villanova.png","png","png","png","OK"
"virginia.png","png","png","png","OK"
"virginiatech.png","png","png","png","OK"
"vmi.png","png","png","png","OK"
"wagner.png","png","png","png","OK"
"wakeforest.png","png","png","png","OK"
"washington.png","png","png","png","OK"
"washingtonstate.png","png","png","png","OK"
"weberstate.png","png","png","png","OK"
"westerncarolina.png","png","png","png","OK"
"westernillinois.png","png","png","png","OK"
"westernkentucky.png","png","png","png","OK"
"westernmichigan.png","png","png","png","OK"
"westvirginia.png","png","png","png","OK"
"wichitastate.png","png","png","png","OK"
"williammary.png","png","png","png","OK"
"winthrop.png","png","png","png","OK"
"wisconsin.png","png","png","png","OK"
"wofford.png","png","png","png","OK"
"wrightstate.png","png","png","png","OK"
"wyoming.png","png","png","png","OK"
"xavier.png","png","png","png","OK"
"yale.png","png","png","png","OK"
"youngstownstate.png","png","png","png","OK"
"_default.png","png","png","png","OK"
